ASSET_CODE,LSWorkType,JOB_CODE,Monthvalues,YearValues,LogSheetDayCount,IOTDayCount,IOTRunHr,LOGSheetRunHr,IOTUtilization,LogUtilization,BU_Description,IC_Description,Deviation,IOTWOrkDone,LogSheetWorkDone,Asset_Description,ExpectedLogSheetHr,ExpectedIOTHrs,Capacity,AssetGrp,UtilizationHrs_Considered,UtilizationPerc_Considered,UtilizationStatus,ProductivityPercent,Expected_FuelQuantity
027603WH,W,LE22M601,March,2025,26.0,0.0,0.0,200,0.0,76.92,Factories,Buildings & Factories,100.0,0.0,118.0,027603WH- Pick and Carry Crane - 23 T - Small Cranes =< 20 T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,200.0,76.92,UnderUtilized,SFProductivityPercent,900.0
13261010,W,LE080349,March,2025,0.0,26.0,0.0,0,0.0,0.0,B&F IC-Common,Buildings & Factories,0.0,0.0,0.0,13261010-AFD - BATCHING PLANT- 30 CBM/HR,0.0,104.0,30 Cum / Hr,1326-Batching Plants,0.0,0.0,Acceptable,LFProductivityPercent,
13030086,W,LE24M395,March,2025,26.0,26.0,176.91,216,136.08,166.15,HSR-METRO,Heavy Civil Infrastructure IC,18.1,8142.33,7788.0,13030086-BATCHING PLANT - 120 CUM / HR ,130.0,130.0,110 - 120 Cum / Hr,1303-Batching Plants,176.91,136.08,Acceptable,FSFProductivityPercent,
13910116,W,LE23M464,March,2025,26.0,26.0,0.73,33,0.28,12.69,Commercial Buildings,Buildings & Factories,97.79,0.0,918.0,13910116-CONCRETE PLACER BOOM - STATIC,260.0,260.0,36 Mtrs,1391-Boom Placer - Stationary,33.0,12.69,UnderUtilized,LFProductivityPercent,
0275119H,W,LE20M185,March,2025,26.0,0.0,0.0,286,0.0,0.0,Rural Water Supply (Central & West),Water & Effluent Treatment IC,100.0,0.0,208.0,0275119H-Truck Mounted Crane,0.0,0.0,,0275-Truck Mounted Cranes,286.0,0.0,Acceptable,LFProductivityPercent,
1307003H,W,LE22M303,March,2025,0.0,26.0,41.93,0,32.25,0.0,Roads & Runways,Transportation Infrastructure IC,100.0,1591.08,0.0,1307003H- Batching Plant - 60 - 80 Cum/hr - Batching Plants - 60 - 240 Cum/hr,0.0,130.0,61 - 80 Cum / Hr,1307-Batching Plants,41.93,32.25,UnderUtilized,LFProductivityPercent,
0238527H,W,LE24M394,March,2025,26.0,0.0,0.0,207,0.0,79.62,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,24.0,0238527H-TYRE MOUNTED CRANE 80T (0238468H),260.0,0.0,70 - 90 Ton,0238-Tyre Mounted Crane,207.0,79.62,UnderUtilized,SFProductivityPercent,1863.0
0238529H,W,LE24M394,March,2025,26.0,0.0,0.0,312,0.0,120.0,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,23.0,0238529H-TYRE MOUNTED CRANE 80T (0238500H),260.0,0.0,70 - 90 Ton,0238-Tyre Mounted Crane,312.0,120.0,Acceptable,SFProductivityPercent,2808.0
13070053,W,LE24M689,March,2025,26.0,26.0,38.2,45,29.38,34.62,Residential Spaces,Buildings & Factories,15.11,537.12,691.0,13070053-BATCHING PLANT - 80 CBM/HR,130.0,130.0,61 - 80 Cum / Hr,1307-Batching Plants,38.2,29.38,UnderUtilized,LFProductivityPercent,
0275134H,W,LE23M613,March,2025,26.0,0.0,0.0,417,0.0,0.0,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,990.0,0275134H-TRUCK MOUNTED CRANE 15TM,0.0,0.0,,0275-Truck Mounted Cranes,417.0,0.0,Acceptable,LFProductivityPercent,
13910230,W,LE23M690,March,2025,26.0,26.0,24.43,110,9.4,42.31,Commercial Buildings,Buildings & Factories,77.79,0.0,165.0,13910230-CONCRETE PLACER BOOM,260.0,260.0,36 Mtrs,1391-Boom Placer - Stationary,110.0,42.31,UnderUtilized,LFProductivityPercent,
13070070,W,LE23M613,March,2025,0.0,26.0,0.0,0,0.0,0.0,HSR-METRO,Heavy Civil Infrastructure IC,0.0,0.0,0.0,13070070-CONCRETE BATCHING PLANT - 67 C,0.0,130.0,61 - 80 Cum / Hr,1307-Batching Plants,0.0,0.0,Acceptable,LFProductivityPercent,
1376364H,W,LE21M073,March,2025,0.0,26.0,0.0,0,0.0,0.0,Hydel & Tunnel,Heavy Civil Infrastructure IC,0.0,0.0,0.0,1376364H- Concrete Mixer - Self Loading - 4 Cum,0.0,0.0,,1376-Transit Mixers,0.0,0.0,Acceptable,LFProductivityPercent,
0238418H,W,LE171107,March,2025,0.0,26.0,0.0,0,0.0,0.0,Special Bridges,Heavy Civil Infrastructure IC,0.0,0.0,0.0,0238418H- Tyre Mounted Crane - 70T,0.0,260.0,70 - 90 Ton,0238-Tyre Mounted Crane,0.0,0.0,Acceptable,LFProductivityPercent,0.0
1376371H,W,LE20M188,March,2025,26.0,26.0,92.74,84,0.0,0.0,Rural Water Supply (Central & West),Water & Effluent Treatment IC,9.42,0.0,65.0,1376371H-SELF LOADING CONCRETE MIXER,0.0,0.0,,1376-Transit Mixers,92.74,0.0,Acceptable,LFProductivityPercent,
13942085,W,LE22M354,March,2025,26.0,26.0,118.15,110,45.44,42.31,Mainline BU,Transportation Infrastructure IC,6.9,0.0,564.0,"13942085-CONCRETE BOOM PLACER WITH PUMP - 36 MTR – 90 CUM/HRMAKE : SCHWING STETTER, S36X",260.0,260.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,118.15,45.44,UnderUtilized,LFProductivityPercent,225.6
13942093,W,LE20M001,March,2025,26.0,26.0,79.05,28,30.4,10.77,Metro BU,Transportation Infrastructure IC,64.58,0.0,66.0,"13942093-CONCRETE BOOM PLACER WITH PUMP - 36 MTR – 90 CUM/HRMAKE : SCHWING STETTER, S36X",260.0,260.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,28.0,10.77,UnderUtilized,LFProductivityPercent,26.4
0238589H,W,LE24M605,March,2025,26.0,26.0,59.32,228,22.82,87.69,Factories,Buildings & Factories,73.98,0.0,375.0,0238589H- Tyre Mounted Crane - 80 T - Medium Range Cranes 75 T - 150 T,260.0,260.0,70 - 90 Ton,0238-Tyre Mounted Crane,228.0,87.69,UnderUtilized,SFProductivityPercent,2052.0
13090127,W,LE21M882,March,2025,26.0,26.0,194.46,217,149.58,166.92,TFL-MAHSR C4,Heavy Civil Infrastructure IC,10.39,9492.0,4855.0,13090127-BATCHING PLANT - 90 CUM/HR - MAKE: ACQUARIUS;SP-90-C,130.0,130.0,81 - 100 Cum / Hr,1309-Batching Plants,194.46,149.58,Acceptable,FSFProductivityPercent,
0238597H,W,LE24M395,March,2025,26.0,0.0,0.0,115,0.0,44.23,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,17.0,0238597H-TYRE MOUNTED CRANE 80T,260.0,0.0,70 - 90 Ton,0238-Tyre Mounted Crane,115.0,44.23,UnderUtilized,FSFProductivityPercent,1035.0
0238599H,W,LE24M395,March,2025,26.0,0.0,0.0,27,0.0,10.38,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,5.0,0238599H-TYRE MOUNTED CRANE 80T,260.0,0.0,70 - 90 Ton,0238-Tyre Mounted Crane,27.0,10.38,UnderUtilized,LFProductivityPercent,243.0
0238600H,W,LE22M354,March,2025,26.0,26.0,221.74,220,85.28,84.62,Mainline BU,Transportation Infrastructure IC,0.78,0.0,3891.0,0238600H- Tyre Mounted Crane - 80 T - Medium Range Cranes 75 T - 150 T,260.0,260.0,70 - 90 Ton,0238-Tyre Mounted Crane,221.74,85.28,UnderUtilized,SFProductivityPercent,1995.66
13941488,W,LE22M162,March,2025,26.0,26.0,84.01,390,32.31,150.0,Minerals & Metals,Minerals & Metals,78.46,0.0,1298.0,13941488-Boom Placer,260.0,260.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,390.0,150.0,Acceptable,FSFProductivityPercent,519.2
13941496,W,LE23M832,March,2025,26.0,26.0,244.47,239,94.03,91.92,Roads & Runways,Transportation Infrastructure IC,2.24,0.0,1477.0,13941496-MOBILE CONCRETE PUMP PLACER OF,260.0,260.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,244.47,94.03,UnderUtilized,FSFProductivityPercent,590.8
13261053,W,LE22M332,March,2025,0.0,26.0,0.0,0,0.0,0.0,Roads & Runways,Transportation Infrastructure IC,0.0,0.0,0.0,13261053-Batching Plant-30CUM,0.0,104.0,30 Cum / Hr,1326-Batching Plants,0.0,0.0,Acceptable,LFProductivityPercent,
027604HH,W,LE20M087,March,2025,26.0,26.0,249.56,254,95.98,97.69,BRIDGES BU,Transportation Infrastructure IC,1.75,0.0,24.0,027604HH- Pick and Carry Crane - 23 T,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,249.56,95.98,UnderUtilized,SFProductivityPercent,1123.02
024002XH,W,LE22M364,March,2025,26.0,26.0,117.01,185,45.0,71.15,Rural Water Supply (North),Water & Effluent Treatment IC,36.75,0.0,585.0,024002XH-TYRE MOUNTED CRANE,260.0,260.0,30 - 55 Ton,0240-Tyre Mounted Crane,185.0,71.15,UnderUtilized,FSFProductivityPercent,1295.0
13290193,W,LE24M625,March,2025,26.0,26.0,246.14,305,189.34,234.62,Commercial Buildings,Buildings & Factories,19.3,8949.52,9779.3,13290193-BATCHING PLANT 56 CUM - SCHWIN,130.0,130.0,50 - 60 Cum / Hr,1329-Batching Plants,246.14,189.34,Acceptable,SFProductivityPercent,
1394424H,W,LE21M123,March,2025,26.0,26.0,0.0,210,0.0,80.77,Heavy Structures,Heavy Civil Infrastructure IC,100.0,0.0,1238.0,1394424H-BOOM PLACER 36MTR,260.0,260.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,210.0,80.77,UnderUtilized,LFProductivityPercent,495.2
024004QH,W,LE21M881,March,2025,26.0,26.0,0.0,252,0.0,96.92,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,46.0,024004QH-TYRE MOUNTED CRANE 60T,260.0,260.0,30 - 55 Ton,0240-Tyre Mounted Crane,252.0,96.92,UnderUtilized,SFProductivityPercent,1764.0
13290312,W,LE24M624,March,2025,26.0,26.0,3.42,16,2.63,12.31,Commercial Buildings,Buildings & Factories,78.63,103.0,782.0,13290312-BATCHING PLANT 56 CUM - SCHWIN,130.0,130.0,50 - 60 Cum / Hr,1329-Batching Plants,16.0,12.31,UnderUtilized,LFProductivityPercent,
1394458H,W,LE21M883,March,2025,0.0,26.0,0.0,0,0.0,0.0,TFL-MAHSR C4,Heavy Civil Infrastructure IC,0.0,0.0,0.0,1394458H-BOOM PLACER 36MTR,0.0,260.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,0.0,0.0,Acceptable,LFProductivityPercent,0.0
027604TH,W,LE20M065,March,2025,26.0,26.0,207.32,211,79.74,81.15,DFCC BU,Transportation Infrastructure IC,1.74,0.0,25.0,027604TH-Pick & Carry Crane,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,207.32,79.74,UnderUtilized,SFProductivityPercent,932.94
02400324,W,LE22M097,March,2025,26.0,26.0,28.65,33,11.02,12.69,Airports,Buildings & Factories,13.18,0.0,16.0,02400324-Tyre Mounted Crane 40 T -RT740,260.0,260.0,30 - 55 Ton,0240-Tyre Mounted Crane,28.65,11.02,UnderUtilized,LFProductivityPercent,200.55
13941666,W,LE24M040,March,2025,26.0,26.0,191.27,126,73.57,48.46,Residential Spaces,Buildings & Factories,34.12,0.0,1739.0,13941666-CONCRETE PLACING BOOM-TM,260.0,260.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,126.0,48.46,UnderUtilized,FSFProductivityPercent,695.6
13261207,W,LE20M087,March,2025,26.0,0.0,0.0,16,0.0,15.38,BRIDGES BU,Transportation Infrastructure IC,100.0,0.0,304.0,13261207-Batching Plant-30Cum/Hr,104.0,0.0,30 Cum / Hr,1326-Batching Plants,16.0,15.38,UnderUtilized,LFProductivityPercent,
02400340,W,LE23M077,March,2025,26.0,26.0,166.0,164,63.85,63.08,Minerals & Metals,Minerals & Metals,1.2,0.0,1060.0,02400340-Tyre Mounted Crane 40 T,260.0,260.0,30 - 55 Ton,0240-Tyre Mounted Crane,166.0,63.85,UnderUtilized,FSFProductivityPercent,1162.0
0238535H,W,LE23M755,March,2025,26.0,0.0,0.0,99,0.0,0.0,Renewables - International,Renewable,100.0,0.0,99.0,0238535H-TYRE MOUNTED CRANE 70T,0.0,0.0,,0238-Tyre Mounted Crane,99.0,0.0,Acceptable,LFProductivityPercent,
0275140H,W,LE24M394,March,2025,26.0,0.0,0.0,473,0.0,0.0,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,34.0,0275140H-TRUCK MOUNTED CRANE 15TM (0275135H),0.0,0.0,,0275-Truck Mounted Cranes,473.0,0.0,Acceptable,LFProductivityPercent,
13910370,W,LE23M464,March,2025,26.0,0.0,0.0,24,0.0,9.23,Commercial Buildings,Buildings & Factories,100.0,0.0,241.0,13910370-CONCRETE PLACER BOOM - STATIC,260.0,0.0,36 Mtrs,1391-Boom Placer - Stationary,24.0,9.23,UnderUtilized,LFProductivityPercent,
0275141H,W,LE24M394,March,2025,26.0,0.0,0.0,332,0.0,0.0,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,25.0,0275141H-TRUCK MOUNTED CRANE - 15 TM,0.0,0.0,,0275-Truck Mounted Cranes,332.0,0.0,Acceptable,LFProductivityPercent,
0275144H,W,LE23M613,March,2025,26.0,0.0,0.0,423,0.0,0.0,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,1368.0,0275144H-TRUCK MOUNTED CRANE - 15 TM,0.0,0.0,,0275-Truck Mounted Cranes,423.0,0.0,Acceptable,LFProductivityPercent,
027608EH,W,LE180399,March,2025,26.0,0.0,0.0,298,0.0,114.62,BRIDGES BU,Transportation Infrastructure IC,100.0,0.0,688.0,027608EH- Pick and Carry Crane - 23 T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,298.0,114.62,Acceptable,SFProductivityPercent,1341.0
13290436,W,LE21M882,March,2025,26.0,26.0,62.13,69,47.79,53.08,TFL-MAHSR C4,Heavy Civil Infrastructure IC,9.96,1614.29,16.0,13290436-BATCHING PLANT - 56 CBM/HR,130.0,130.0,50 - 60 Cum / Hr,1329-Batching Plants,62.13,47.79,UnderUtilized,LFProductivityPercent,
13290452,W,LE22M747,March,2025,26.0,26.0,0.0,59,0.0,45.38,Factories,Buildings & Factories,100.0,0.0,1904.0,13290452-BATCHING PLANT - 56 CBM/HR,130.0,130.0,50 - 60 Cum / Hr,1329-Batching Plants,59.0,45.38,UnderUtilized,LFProductivityPercent,
13290460,W,LE23M044,March,2025,26.0,26.0,27.98,51,21.52,39.23,Public Space,Buildings & Factories,45.14,657.0,803.0,13290460-BATCHING PLANT - 56 CBM/HR,130.0,130.0,50 - 60 Cum / Hr,1329-Batching Plants,51.0,39.23,UnderUtilized,LFProductivityPercent,
1394515H,W,LE21M884,March,2025,26.0,26.0,0.0,197,0.0,75.77,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,2839.0,1394515H-BOOM PLACER 36MTR,260.0,260.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,197.0,75.77,UnderUtilized,FSFProductivityPercent,1135.6
13090143,W,LE21M884,March,2025,26.0,26.0,54.26,156,41.74,120.0,TFL-MAHSR C4,Heavy Civil Infrastructure IC,65.22,1691.7,1654.0,13090143-Concrete Batching Plants,130.0,130.0,81 - 100 Cum / Hr,1309-Batching Plants,156.0,120.0,Acceptable,LFProductivityPercent,
0238601H,W,LE23MA15,March,2025,26.0,0.0,0.0,144,0.0,55.38,Metals BU,Minerals & Metals,100.0,0.0,443.0,0238601H- Tyre Mounted Crane - 80 T,260.0,0.0,70 - 90 Ton,0238-Tyre Mounted Crane,144.0,55.38,UnderUtilized,FSFProductivityPercent,1296.0
0238605H,W,LE23MA15,March,2025,26.0,0.0,0.0,535,0.0,205.77,Metals BU,Minerals & Metals,100.0,0.0,1042.0,0238605H- Tyre Mounted Crane - 80 T ,260.0,0.0,70 - 90 Ton,0238-Tyre Mounted Crane,535.0,205.77,Acceptable,SFProductivityPercent,4815.0
0238606H,W,LE22M448,March,2025,26.0,0.0,0.0,125,0.0,48.08,Urban Water & Water Management,Water & Effluent Treatment IC,100.0,0.0,1911.0,0238606H-TYRE MOUNTED CRANE,260.0,0.0,70 - 90 Ton,0238-Tyre Mounted Crane,125.0,48.08,UnderUtilized,FSFProductivityPercent,1125.0
027600TH,W,LE20M087,March,2025,26.0,26.0,355.37,380,136.68,146.15,BRIDGES BU,Transportation Infrastructure IC,6.48,0.0,769.0,027600TH- Pick and Carry Crane - 23 T - Small Cranes =< 20 T,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,355.37,136.68,Acceptable,SFProductivityPercent,1599.17
027605AH,W,LE21M880,March,2025,26.0,0.0,0.0,425,0.0,163.46,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,425.0,027605AH-PICK & CARRY CRANE 23T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,425.0,163.46,Acceptable,SFProductivityPercent,1912.5
027605BH,W,LE21M882,March,2025,26.0,26.0,0.0,450,0.0,173.08,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,26.0,027605BH-PICK & CARRY CRANE 23T,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,450.0,173.08,Acceptable,SFProductivityPercent,2025.0
13941810,W,LE200685,March,2025,26.0,26.0,0.0,520,0.0,200.0,Hydel & Tunnel,Heavy Civil Infrastructure IC,100.0,0.0,4475.0,13941810-CONCRETE BOOM PLACER WITH PUMP,260.0,260.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,520.0,200.0,Acceptable,SFProductivityPercent,1790.0
13261282,W,LE23M412,March,2025,26.0,26.0,101.8,262,97.88,251.92,Minerals & Metals,Minerals & Metals,61.15,1749.54,1691.0,13261282-BATCHING PLANT - 30 CUM/HR,104.0,104.0,30 Cum / Hr,1326-Batching Plants,262.0,251.92,Acceptable,FSFProductivityPercent,
024003AH,W,LE21M992,March,2025,0.0,26.0,0.0,0,0.0,0.0,HSR-METRO,Heavy Civil Infrastructure IC,0.0,0.0,0.0,024003AH-TYRE MOUNTED CRANE 70T,0.0,260.0,30 - 55 Ton,0240-Tyre Mounted Crane,0.0,0.0,Acceptable,LFProductivityPercent,0.0
0275145H,W,LE23M613,March,2025,26.0,0.0,0.0,442,0.0,0.0,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,1148.0,0275145H-TRUCK MOUNTED CRANE - 15 TM,0.0,0.0,,0275-Truck Mounted Cranes,442.0,0.0,Acceptable,LFProductivityPercent,
13910396,W,LE23M049,March,2025,26.0,26.0,50.81,56,19.54,21.54,Health,Buildings & Factories,9.27,0.0,822.8,13910396-CONCRETE PLACER BOOM - STATIC,260.0,260.0,36 Mtrs,1391-Boom Placer - Stationary,50.81,19.54,UnderUtilized,LFProductivityPercent,
0238542H,W,LE23M613,March,2025,26.0,0.0,0.0,187,0.0,71.92,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,1870.0,0238542H-TYRE MOUNTED CRANE 80T,260.0,0.0,70 - 90 Ton,0238-Tyre Mounted Crane,187.0,71.92,UnderUtilized,FSFProductivityPercent,1683.0
13910477,W,LE23M690,March,2025,26.0,26.0,24.19,11,9.3,4.23,Commercial Buildings,Buildings & Factories,54.53,0.0,2.0,13910477-CONCRETE PLACER BOOM - STATIC,260.0,260.0,36 Mtrs,1391-Boom Placer - Stationary,11.0,4.23,UnderUtilized,LFProductivityPercent,
13070193,W,LE22M728,March,2025,26.0,26.0,0.0,13,0.0,10.0,Roads & Runways,Transportation Infrastructure IC,100.0,0.0,311.0,13070193-CONCRETE BATCHING PLANT - 69 CUM / HR,130.0,130.0,61 - 80 Cum / Hr,1307-Batching Plants,13.0,10.0,UnderUtilized,LFProductivityPercent,
027608MH,W,LE23M613,March,2025,26.0,0.0,0.0,403,0.0,155.0,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,3040.0,027608MH-PICK & CARRY CRANE 23T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,403.0,155.0,Acceptable,SFProductivityPercent,1813.5
13290487,W,LE190848,March,2025,26.0,26.0,120.34,89,92.57,68.46,Residential Spaces,Buildings & Factories,26.04,3133.24,3341.0,13290487-BATCHING PLANT- 56 CBM/HR,130.0,130.0,50 - 60 Cum / Hr,1329-Batching Plants,89.0,68.46,UnderUtilized,FSFProductivityPercent,
13290495,W,LE191024,March,2025,26.0,26.0,188.45,207,144.96,159.23,Residential Spaces,Buildings & Factories,8.96,6912.42,6742.0,13290495-BATCHING PLANT - 56 CBM/HR,130.0,130.0,50 - 60 Cum / Hr,1329-Batching Plants,188.45,144.96,Acceptable,SFProductivityPercent,
1394517H,W,LE21M884,March,2025,26.0,26.0,0.0,161,0.0,61.92,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,1026.0,1394517H-BOOM PLACER 36MTR,260.0,260.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,161.0,61.92,UnderUtilized,LFProductivityPercent,410.4
13290517,W,LE190208,March,2025,0.0,26.0,0.0,0,0.0,0.0,UG-METRO,Heavy Civil Infrastructure IC,0.0,0.0,0.0,13290517-AFD - BATCHING PLANT 56 CUM,0.0,130.0,50 - 60 Cum / Hr,1329-Batching Plants,0.0,0.0,Acceptable,LFProductivityPercent,
0238607H,W,LE22M354,March,2025,26.0,26.0,43.11,282,16.58,108.46,Mainline BU,Transportation Infrastructure IC,84.71,0.0,535.0,0238607H- Tyre Mounted Crane - 80 T - Medium Range Cranes 75 T - 150 T,260.0,260.0,70 - 90 Ton,0238-Tyre Mounted Crane,282.0,108.46,Acceptable,SFProductivityPercent,2538.0
0238610H,W,LE24M605,March,2025,26.0,26.0,552.0,163,212.31,62.69,Factories,Buildings & Factories,70.47,0.0,315.0,0238610H- Tyre Mounted Crane - 80 T - Medium Range Cranes 75 T - 150 T,260.0,260.0,70 - 90 Ton,0238-Tyre Mounted Crane,163.0,62.69,UnderUtilized,FSFProductivityPercent,1467.0
0238613H,W,LE23M550,March,2025,26.0,0.0,0.0,41,0.0,15.77,Transmission Lines,Power Transmission & Distribution - Domestic,100.0,0.0,191.0,0238613H-TYRE MOUNTED CRANE 80 TON,260.0,0.0,70 - 90 Ton,0238-Tyre Mounted Crane,41.0,15.77,UnderUtilized,LFProductivityPercent,369.0
0238615H,W,LE22M893,March,2025,26.0,0.0,0.0,101,0.0,38.85,Minerals & Metals,Minerals & Metals,100.0,0.0,410.0,0238615H- Tyre Mounted Crane - 80 T ,260.0,0.0,70 - 90 Ton,0238-Tyre Mounted Crane,101.0,38.85,UnderUtilized,LFProductivityPercent,909.0
0238623H,W,EKFAC022,March,2025,26.0,0.0,0.0,81,0.0,31.15,Factory,Minerals & Metals,100.0,0.0,22.0,0238623H- Tyre Mounted Crane - 80T,260.0,0.0,70 - 90 Ton,0238-Tyre Mounted Crane,81.0,31.15,UnderUtilized,LFProductivityPercent,729.0
0238553H,W,LE24M394,March,2025,26.0,0.0,0.0,263,0.0,101.15,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,24.0,0238553H-TYRE MOUNTED CRANE 80T,260.0,0.0,70 - 90 Ton,0238-Tyre Mounted Crane,263.0,101.15,Acceptable,SFProductivityPercent,2367.0
13910574,W,LE23M690,March,2025,26.0,26.0,0.0,31,0.0,11.92,Commercial Buildings,Buildings & Factories,100.0,0.0,4.0,13910574-CONCRETE PLACER BOOM- STATIC,260.0,260.0,36 Mtrs,1391-Boom Placer - Stationary,31.0,11.92,UnderUtilized,LFProductivityPercent,
0238556H,W,LE22M354,March,2025,0.0,26.0,0.0,0,0.0,0.0,Mainline BU,Transportation Infrastructure IC,0.0,0.0,0.0,0238556H- Tyre Mounted Crane - 80 T - Medium Range Cranes 75 T - 150 T,0.0,260.0,70 - 90 Ton,0238-Tyre Mounted Crane,0.0,0.0,Acceptable,LFProductivityPercent,0.0
13070240,W,LE23M613,March,2025,26.0,26.0,0.0,87,0.0,66.92,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,2561.5,13070240-BATCHING PLANT -70 CUM/HR,130.0,130.0,61 - 80 Cum / Hr,1307-Batching Plants,87.0,66.92,UnderUtilized,LFProductivityPercent,
13077039,W,LE20M065,March,2025,26.0,26.0,88.06,109,67.74,83.85,DFCC BU,Transportation Infrastructure IC,19.21,4041.5,4572.0,13077039-BATCHING PLANT,130.0,130.0,61 - 80 Cum / Hr,1307-Batching Plants,88.06,67.74,UnderUtilized,FSFProductivityPercent,
13941917,W,LE23M851,March,2025,26.0,26.0,503.47,515,193.64,198.08,Airports,Buildings & Factories,2.24,0.0,2747.0,13941917-CONCRETE BOOM PLACER WITH PUMP,260.0,260.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,503.47,193.64,Acceptable,SFProductivityPercent,1098.8
13941950,W,LE23M808,March,2025,26.0,0.0,0.0,484,0.0,186.15,Residential Spaces,Buildings & Factories,100.0,0.0,3317.0,13941950-CONCRETE BOOM PLACER WITH PUMP,260.0,0.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,484.0,186.15,Acceptable,SFProductivityPercent,1326.8
13261436,W,LE160486,March,2025,0.0,26.0,0.0,0,0.0,0.0,DFCC BU,Transportation Infrastructure IC,0.0,0.0,0.0,13261436-BATCHING PLANT - 30 CUM/HR,0.0,104.0,30 Cum / Hr,1326-Batching Plants,0.0,0.0,Acceptable,LFProductivityPercent,
024003TH,W,LE190054,March,2025,26.0,26.0,110.44,101,42.48,38.85,Minerals & Metals,Minerals & Metals,8.55,0.0,301.0,024003TH- Tyre Mounted Crane - 45T,260.0,260.0,30 - 55 Ton,0240-Tyre Mounted Crane,110.44,42.48,UnderUtilized,FSFProductivityPercent,773.08
13941968,W,LE22M964,March,2025,26.0,0.0,0.0,416,0.0,160.0,Public Space,Buildings & Factories,100.0,0.0,2231.0,13941968-CONCRETE BOOM PLACER WITH PUMP,260.0,0.0,32 - 37 Mtrs,1394-Boom Placer - Mobile,416.0,160.0,Acceptable,SFProductivityPercent,892.4
024004ZH,W,LE21M881,March,2025,26.0,26.0,0.0,202,0.0,77.69,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,31.0,024004ZH-TYRE MOUNTED CRANE 50T,260.0,260.0,30 - 55 Ton,0240-Tyre Mounted Crane,202.0,77.69,UnderUtilized,SFProductivityPercent,1414.0
02400510,W,LE190917,March,2025,26.0,26.0,579.13,134,222.74,51.54,Minerals & Metals,Minerals & Metals,76.86,0.0,704.0,02400510-Tyre Mounted Crane 40 T,260.0,260.0,30 - 55 Ton,0240-Tyre Mounted Crane,134.0,51.54,UnderUtilized,FSFProductivityPercent,938.0
13290584,W,LE150286,March,2025,26.0,26.0,0.0,116,0.0,89.23,Special Bridges,Heavy Civil Infrastructure IC,100.0,0.0,1675.0,13290584-BatchingPlant-56Cum/Hr,130.0,130.0,50 - 60 Cum / Hr,1329-Batching Plants,116.0,89.23,UnderUtilized,LFProductivityPercent,
027609AH,W,LE170213,March,2025,26.0,26.0,0.0,245,0.0,94.23,Heavy Structures,Heavy Civil Infrastructure IC,100.0,0.0,25.0,027609AH-PICK & CARRY CRANE 23T,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,245.0,94.23,UnderUtilized,SFProductivityPercent,1102.5
13290622,W,LE22M001,March,2025,26.0,26.0,225.01,265,173.08,203.85,Residential Spaces,Buildings & Factories,15.09,8488.45,8460.0,13290622-Batching Plant - 56Cum/Hr,130.0,130.0,50 - 60 Cum / Hr,1329-Batching Plants,225.01,173.08,Acceptable,SFProductivityPercent,
